// Buya - Hutan
1000,	76,	155,	10000,	14,	4
1000,	77,	155,	10000,	15,	4
10000,	13,	2,	1000,	76,	154
10000,	14,	2,	1000,	76,	154
10000,	15,	2,	1000,	77,	154
10000,	16,	2,	1000,	77,	154

////////// Rabbit Cave ///////////

// Buya - Rabbit 1
1000,	53,	135,	1106,	9,	18
1000,	52,	135,	1106,	9,	18
1106,	10,	19,	1000,	53,	136
1106,	9,	19,	1000,	53,	136
1106,	8,	19,	1000,	52,	136

// Rabbit 1 - Rabbit 2
1106,	8,	0,	1107,	8,	18
1106,	9,	0,	1107,	9,	18
1106,	10,	0,	1107,	10,	18
1107,	8,	19,	1106,	8,	1
1107,	9,	19,	1106,	9,	1
1107,	10,	19,	1106,	10,	1

// Rabbit 2 - Rabbit 3
1107,	8,	0,	1108,	8,	18
1107,	9,	0,	1108,	9,	18
1107,	10,	0,	1108,	10,	18
1108,	8,	19,	1107,	8,	1
1108,	9,	19,	1107,	9,	1
1108,	10,	19,	1107,	10,	1

// Rabbit 3 - Rabbit 4
1108,	8,	0,	1109,	8,	18
1108,	9,	0,	1109,	9,	18
1108,	10,	0,	1109,	10,	18
1109,	8,	19,	1108,	8,	1
1109,	9,	19,	1108,	9,	1
1109,	10,	19,	1108,	10,	1


//////////// Buya /////////////

// Buya - Yunsil
1000,	57,	135,	1001,	3,	12
1000,	58,	135,	1001,	4,	12
1000,	62,	135,	1001,	22,	12
1000,	63,	135,	1001,	22,	12
1001,	3,	13,	1000,	57,	136
1001,	4,	13,	1000,	58,	136
1001,	22,	13,	1000,	62,	136
1001,	21,	13,	1000,	62,	136
1001,	23,	13,	1000,	63,	136
1001,	2,	13,	1000,	57,	136
1001,	5,	13,	1000,	58,	136

// Buya - Spring
1000,	43,	104,	1002,	3,	12
1000,	44,	104,	1002,	4,	12
1000,	46,	104,	1002,	21,	12
1000,	47,	104,	1002,	22,	12
1002,	3,	13,	1000,	43,	105
1002,	4,	13,	1000,	44,	105
1002,	21,	13,	1000,	46,	105
1002,	22,	13,	1000,	47,	105

// Buya - Pepper
1000,	36,	104,	1006,	3,	12
1000,	37,	104,	1006,	4,	12
1006,	3,	13,	1000,	36,	105
1006,	4,	13,	1000,	37,	105

// Welcome to mynexia - Great Tree
2,	12,	14,	3,	2,	1
2,	13,	14,	3,	2,	1
3,	2,	0,	2,	13,	13

// Buya - Jadespear
1000,	55,	121,	1015,	5,	8
1000,	56,	121,	1015,	6,	8
1015,	5,	9,	1000,	55,	122
1015,	6,	9,	1000,	56,	122

// Buya - Dok workshop(smith)
1000,	18,	102,	1014,	5,	9
1000,	19,	102,	1014,	6,	9
1014,	5,	10,	1000,	18,	103
1014,	6,	10,	1000,	19,	103

// Buya - Blossom Taylor (Girl)
1000,	19,	118,	1019,	5,	10
1000,	20,	118,	1019,	6,	10
1019,	5,	11,	1000,	19,	119
1019,	6,	11,	1000,	20,	119

// Buya - Cuti Taylor (Boy)
1000,	18,	126,	1018,	4,	10
1000,	19,	126,	1018,	5,	10
1018,	4,	11,	1000,	18,	127
1018,	5,	11,	1000,	19,	127

// Buya - Chapel
1000,	73,	102,	1007,	6,	15
1000,	74,	102,	1007,	6,	15
1007,	5,	16,	1000,	73,	103
1007,	6,	16,	1000,	74,	103
1007,	7,	16,	1000,	74,	103

// Buya - West Path
1000,	0,	90,	1008,	23,	8
1000,	0,	91,	1008,	23,	9
1008,	24,	8,	1000,	1,	91
1008,	24,	9,	1000,	1,	90

// Buya - Library
1000,	55,	73,	1009,	4,	3
1000,	56,	73,	1009,	4,	3
1009,	3,	2,	1000,	55,	74
1009,	4,	2,	1000,	56,	74
1009,	5,	2,	1000,	56,	74

// Buya - Trial of Buya
1000,	72,	52,	1010,	13,	38
1000,	73,	52,	1010,	14,	38
1000,	74,	52,	1010,	16,	38
1010,	13,	39,	1000,	72,	53
1010,	14,	39,	1000,	73,	53
1010,	15,	39,	1000,	74,	53
1010,	16,	39,	1000,	74,	53

// Buya - Sunset
1000,	82,	130,	1011,	5,	10
1000,	83,	130,	1011,	6,	10
1011,	5,	11,	1000,	82,	131
1011,	6,	11,	1000,	83,	131

// Buya - Deludge
1000,	118,	133,	1012,	5,	8
1000,	119,	133,	1012,	6,	8
1012,	5,	9,	1000,	118,	134
1012,	6,	9,	1000,	119,	134

// Buya - Prophet Strom
1000,	125,	57,	1013,	5,	8
1000,	126,	57,	1013,	6,	8
1013,	5,	9,	1000,	125,	58
1013,	6,	9,	1000,	126,	58

// Buya - Ogi Meat Shop
1000,	38,	128,	1016,	5,	10
1000,	39,	128,	1016,	6,	10
1016,	5,	11,	1000,	38,	129
1016,	6,	11,	1000,	39,	129

// Buya - Bagai Medicine Shop
1000,	29,	142,	1017,	4,	8
1000,	30,	142,	1017,	5,	8
1017,	4,	9,	1000,	29,	143
1017,	5,	9,	1000,	30,	143

// Buya - Warrior Community
1000,	26,	24,	1020,	8,	22
1000,	27,	24,	1020,	9,	22
1020,	8,	23,	1000,	26,	25
1020,	9,	23,	1000,	27,	25

// Warrior Community - Knight Yebaek
1020,	8,	0,	1021,	5,	18
1020,	9,	0,	1021,	6,	18
1021,	5,	19,	1020,	8,	1
1021,	6,	19,	1020,	9,	1

// Buya - Rogue Community
1000,	21,	87,	1022,	8,	22
1000,	22,	87,	1022,	9,	22
1022,	8,	23,	1000,	21,	88
1022,	9,	23,	1000,	22,	88

// Rogue Community - Thief Maso
1022,	8,	0,	1023,	5,	18
1022,	9,	0,	1023,	6,	18
1023,	5,	19,	1022,	8,	1
1023,	6,	19,	1022,	9,	1

// Buya - Mage Community
1000,	126,	34,	1024,	8,	22
1000,	127,	34,	1024,	9,	22
1024,	8,	23,	1000,	126,	35
1024,	9,	23,	1000,	127,	35

// Mage Community - Wizzard eldritch
1024,	8,	0,	1025,	5,	18
1024,	9,	0,	1025,	6,	18
1025,	5,	19,	1024,	8,	1
1025,	6,	19,	1024,	9,	1

// Buya - Poet Community
1000,	96,	100,	1026,	8,	22
1000,	97,	100,	1026,	9,	22
1026,	8,	23,	1000,	96,	101
1026,	9,	23,	1000,	97,	101

// Poet Community - Bard Song
1026,	8,	0,	1027,	5,	18
1026,	9,	0,	1027,	6,	18
1027,	5,	19,	1026,	8,	1
1027,	6,	19,	1026,	9,	1

// Great Tree - mYnexia Bridge
3,	29,	13,	5,	1,	11
5,	0,	11,	3,	28,	13
5,	0,	12,	3,	28,	13

// Dae shore 1 - Dae shore
2002,	14,	39,	2001,	78,	35
2002,	15,	39,	2001,	78,	36
2001,	79,	35,	2002,	14,	38
2001,	79,	36,	2002,	15,	38

// Dae Shore - Kugnae
2001,	39,	63,	2000,	218,	107
2001,	40,	63,	2000,	218,	108
2001,	41,	63,	2000,	218,	109
2000,	219,	107,	2001,	39,	62
2000,	219,	108,	2001,	40,	62
2000,	219,	109,	2001,	41,	62

// Hutan1 - 2
10000,	6,	4,	10000,	201,	7
10000,	5,	4,	10000,	200,	7
10000,	201,	6,	10000,	6,	5
10000,	200,	6,	10000,	5,	5

// Hutan - Sage
10000,	180,	5,	10001,	7,	13
10000,	181,	5,	10001,	8,	13
10001,	7,	14,	10000,	180,	6
10001,	8,	14,	10000,	181,	6

////////// Rat Cave ///////////

// Buya - Rat Cave 1
1000,	15,	77,	1028,	10,	18
1000,	16,	77,	1028,	10,	18
1028,	10,	19,	1000,	15,	78

// Rat Cave 1 - Rat Cave 2
1028,	13,	15,	1029,	5,	18
1029,	5,	19,	1028,	13,	16

// Rat Cave 2 - Rat Cave 3
1029,	7,	2,	1030,	7,	28
1029,	8,	2,	1030,	7,	28
1030,	7,	29,	1029,	9,	2

// Rat Cave 3 - Rat Cave 4
1030,	4,	10,	1031,	15,	18
1031,	15,	19,	1030,	4,	11

// Rat Cave 4 - Rat Cave 5
1031,	14,	1,	1032,	14,	16
1032,	14,	17,	1031,	14,	2

// Rat Cave 5 - Rat Cave 6
1032,	17,	4,	1033,	2,	10
1033,	2,	11,	1032,	17,	5

//////////////////////////////////

// Buya - Snake Cave 1
1000,	19,	140,	1034,	10,	24
1000,	20,	140,	1034,	10,	24
1034,	10,	25,	1000,	19,	141

// Snake Cave 1 - Snake Cave 2
1034,	11,	7,	1035,	1,	1
1035,	0,	1,	1034,	10,	7
1035,	0,	2,	1034,	10,	7

// Snake Cave 2 - Snake Cave 3
1035,	19,	12,	1036,	6,	8
1036,	6,	7,	1035,	19,	13

// Snake Cave 3 - Snake Cave 4
1036,	1,	3,	1037,	8,	8
1037,	9,	8,	1036,	2,	3

// Snake Cave 4 - Snake Cave 5
1037,	17,	19,	1038,	3,	1
1037,	18,	19,	1038,	4,	1
1038,	3,	0,	1037,	17,	18
1038,	4,	0,	1037,	18,	18
1038,	5,	0,	1037,	18,	18

///////// Bear Cave /////////////////

// Buya - Bear Cave 1
1000,	111,	125,	1039,	12,	1
1000,	112,	125,	1039,	12,	1
1039,	12,	0,	1000,	112,	126

// Bear Cave 1 - Bear Cave 2
1039,	16,	16,	1039,	19,	20
1039,	18,	20,	1039,	16,	15

// Bear Cave 2 - Bear Cave 3
1039,	14,	25,	1040,	26,	23
1040,	26,	22,	1039,	14,	26

// Bear Cave 3 - Bear Cave 4
1040,	14,	0,	1041,	2,	26
1041,	2,	27,	1040,	14,	1

// Bear Cave 4 - Bear Cave 5
1041,	15,	3,	1042,	1,	19
1042,	0,	18,	1041,	15,	4
1042,	0,	19,	1041,	15,	4
1042,	0,	20,	1041,	15,	4

// Bear Cave 5 - Bear Cave 6
1042,	23,	4,	1043,	9,	3
1043,	9,	2,	1042,	23,	5

// Bear Cave 6 - Bear Cave 7
1043,	15,	19,	1044,	11,	28
1044,	10,	29,	1043,	15,	20
1044,	11,	29,	1043,	15,	20
1044,	12,	29,	1043,	15,	20

// Bear Cave 7 - Buya
1044,	18,	2,	1000,	99,	113


///////////////////////////////////

// Buya - Fox Cave 1
1000,	124,	143,	1045,	11,	28
1000,	125,	143,	1045,	12,	28
1045,	11,	29,	1000,	124,	144
1045,	12,	29,	1000,	125,	144

// Fox Cave 1 - Fox Cave 2
1045,	1,	6,	1046,	18,	29
1046,	19,	29,	1045,	1,	7

// Fox Cave 2 - Fox Cave 3
1046,	3,	18,	1047,	6,	8
1047,	6,	7,	1046,	4,	18

// Fox Cave 3 - Fox Cave 4
1047,	22,	3,	1048,	1,	26
1048,	1,	27,	1047,	22,	4

// Fox Cave 4 - Fox Cave 5
1048,	14,	21,	1049,	14,	1
1049,	14,	0,	1048,	14,	20

// Fox Cave 5 - Fox Cave 6
1049,	12,	21,	1050,	14,	1
1050,	14,	0,	1049,	12,	22

// Fox Cave 6 - Fox Cave 7
1050,	15,	21,	1051,	6,	19
1051,	6,	18,	1050,	15,	22

// Fox Cave 7 - Fox Cave 8
1051,	10,	5,	1052,	19,	2
1052,	19,	1,	1051,	10,	6

// Fox Cave 8 - Fox Cave 9
1052,	5,	19,	1053,	23,	3
1053,	23,	2,	1052,	5,	18

// Fox Cave 9 - Fox Cave 10
1053,	21,	28,	1054,	17,	12
1054,	17,	11,	1053,	21,	27

// Fox Cave 10 - Buya
1054,	3,	8,	1000,	125,	144

/////////////////////////////////////

// Buya - North Cross Road
1000,	72,	0,	1103,	7,	23
1000,	73,	0,	1103,	8,	23
1000,	74,	0,	1103,	9,	23
1103,	7,	24,	1000,	72,	1
1103,	8,	24,	1000,	73,	1
1103,	9,	24,	1000,	74,	1

// North Cross Road - Market
1103,	7,	0,	500,	20,	48
1103,	8,	0,	500,	21,	48
1103,	9,	0,	500,	21,	48
500,	20,	49,	1103,	7,	1
500,	21,	49,	1103,	9,	1

// Market - Mythic I              
500,	5,	8,	6000,	29,	1
500,	6,	8,	6000,	30,	1
6000,	29,	0,	500,	5,	9
6000,	30,	0,	500,	6,	9

// Market - Tower
500,	16,	5,	8,	15,	31
500,	17,	5,	8,	15,	31
500,	18,	5,	8,	15,	31
8,	14,	32,	500,	17,	6
8,	15,	32,	500,	17,	6
8,	16,	32,	500,	17,	6

// Tower - Lobby
8,	14,	19,	9,	7,	15
8,	15,	19,	9,	8,	15
8,	16,	19,	9,	9,	15
9,	7,	16,	8,	15,	27
9,	8,	16,	8,	15,	27
9,	9,	16,	8,	15,	27

// Lobby - Elevator
9,	7,	3,	10,	8,	4
9,	8,	3,	10,	8,	4
9,	9,	3,	10,	8,	4

// Bridge - Elevator
12,	7,	2,	10,	8,	4
12,	8,	2,	10,	8,	4
12,	9,	2,	10,	8,	4

// Bridge - Mall (bridge)
12,	16,	7,	13,	1,	7
12,	16,	8,	13,	1,	8
12,	16,	9,	13,	1,	8
13,	0,	7,	12,	15,	7
13,	0,	8,	12,	15,	8

// Mall(bridge) - Mall
13,	6,	7,	14,	1,	16
13,	6,	8,	14,	1,	17
14,	0,	16,	13,	5,	7
14,	0,	17,	13,	5,	8
14,	0,	18,	13,	5,	8


// Mall - Mall 2nd Floor
14,	9,	0,	15,	9,	4
14,	10,	0,	15,	9,	4
15,	8,	3,	14,	9,	4
15,	9,	3,	14,	9,	4
15,	10,	3,	14,	9,	4
14,	24,	0,	15,	25,	4
14,	25,	0,	15,	25,	4
15,	24,	3,	14,	24,	4
15,	25,	3,	14,	24,	4
15,	26,	3,	14,	24,	4

// Mall - Mall(outside)
14,	14,	30,	13,	16,	25
14,	15,	30,	13,	16,	25
14,	16,	30,	13,	16,	25
14,	17,	30,	13,	16,	25
14,	18,	30,	13,	17,	25
14,	19,	30,	13,	17,	25
14,	20,	30,	13,	17,	25
13,	15,	19,	14,	17,	28
13,	16,	19,	14,	17,	28
13,	17,	19,	14,	17,	28
13,	18,	19,	14,	17,	28

// Mall - Market
13,	2,	28,	500,	28,	1
13,	3,	28,	500,	29,	1
500,	28,	0,	13,	2,	27
500,	29,	0,	13,	3,	27
13,	30,	28,	500,	41,	1
13,	31,	28,	500,	42,	1
500,	41,	0,	13,	30,	27
500,	42,	0,	13,	31,	27

// Kugnae - Castle
2000,	116,	1,	20000,	13,	16
2000,	117,	1,	20000,	14,	16
20000,	13,	15,	2000,	116,	2
20000,	14,	15,	2000,	117,	2

//Castle - Castle inn
20001,	29,	14,	20012,	5,	2
20001,	30,	14,	20012,	6,	2
20001,	31,	14,	20012,	7,	2
20001,	32,	14,	20012,	7,	2
20012,	4,	1,	20001,	30,	15
20012,	5,	1,	20001,	30,	15
20012,	6,	1,	20001,	30,	15
20012,	7,	1,	20001,	31,	15
20012,	8,	1,	20001,	31,	15

// Sewer ////////////////////////////

// Sewer 1 - Castle
20002,	0,	7,	20001,	60,	52
20002,	0,	8,	20001,	60,	52
20002,	0,	9,	20001,	60,	53
20002,	0,	10,	20001,	60,	53
20001,	61,	52,	20002,	1,	8
20001,	61,	53,	20002,	1,	9

// Sewer 1 - Sewer 2
20002,	37,	0,	20003,	5,	15
20002,	38,	0,	20003,	6,	15
20002,	39,	0,	20003,	7,	15
20002,	40,	0,	20003,	8,	15
20003,	5,	16,	20002,	37,	1
20003,	6,	16,	20002,	38,	1
20003,	7,	16,	20002,	39,	1
20003,	8,	16,	20002,	40,	1

// Sewer 2 - Sewer 3
20003,	39,	7,	20004,	1,	7
20003,	39,	8,	20004,	1,	8
20003,	39,	9,	20004,	1,	9
20003,	39,	10,	20004,	1,	10
20004,	0,	7,	20003,	38,	7
20004,	0,	8,	20003,	38,	8
20004,	0,	9,	20003,	38,	9
20004,	0,	10,	20003,	38,	10

// Sewer 3 - Sewer 4
20004,	18,	0,	20005,	7,	28
20004,	19,	0,	20005,	8,	28
20004,	20,	0,	20005,	9,	28
20004,	21,	0,	20005,	10,	28
20005,	7,	29,	20004,	18,	1
20005,	8,	29,	20004,	19,	1
20005,	9,	29,	20004,	20,	1
20005,	10,	29,	20004,	21,	1

// Sewer 3 - Sewer 5
20004,	18,	16,	20006,	7,	1
20004,	19,	16,	20006,	8,	1
20004,	20,	16,	20006,	9,	1
20004,	21,	16,	20006,	10,	1
20006,	7,	0,	20004,	18,	15
20006,	8,	0,	20004,	19,	15
20006,	9,	0,	20004,	20,	15
20006,	10,	0,	20004,	21,	15

// Sewer 3 - Sewer 6
20004,	29,	7,	20007,	1,	7
20004,	29,	8,	20007,	1,	8
20004,	29,	9,	20007,	1,	9
20004,	29,	10,	20007,	1,	10
20007,	0,	7,	20004,	28,	7
20007,	0,	8,	20004,	28,	8
20007,	0,	9,	20004,	28,	9
20007,	0,	10,	20004,	28,	10

// Sewer 6 - Sewer 7
20007,	18,	0,	20008,	7,	28
20007,	19,	0,	20008,	8,	28
20007,	20,	0,	20008,	9,	28
20007,	21,	0,	20008,	10,	28
20008,	7,	29,	20007,	18,	1
20008,	8,	29,	20007,	19,	1
20008,	9,	29,	20007,	20,	1
20008,	10,	29,	20007,	21,	1

// Sewer 7 - Sewer 8
20007,	18,	16,	20009,	7,	1
20007,	19,	16,	20009,	8,	1
20007,	20,	16,	20009,	9,	1
20007,	21,	16,	20009,	10,	1
20009,	7,	0,	20007,	18,	15
20009,	8,	0,	20007,	19,	15
20009,	9,	0,	20007,	20,	15
20009,	10,	0,	20007,	21,	15

// Sewer 8 - Sewer 9
20007,	29,	7,	20010,	1,	7
20007,	29,	8,	20010,	1,	8
