

////////////////   MYTHIC I //

// Mythic I - Rabbit 1
6000,	49,	11,	6001,	14,	20
6000,	50,	11,	6001,	14,	20
6001,	14,	19,	6000,	50,	12

// Rabbit 1 - Rabbit 2
6001,	11,	7,	6002,	6,	5
6001,	11,	6,	6002,	7,	5
6002,	6,	4,	6001,	12,	7
6002,	7,	4,	6001,	11,	5
6002,	8,	4,	6001,	11,	5

// Rabbit 2 - Rabbit 3
6002,	10,	12,	6003,	16,	13
6002,	11,	12,	6003,	17,	13
6002,	12,	12,	6003,	18,	13
6003,	16,	12,	6002,	10,	13
6003,	17,	12,	6002,	11,	13
6003,	18,	12,	6002,	12,	13

// Rabbit 3 - Rabbit 4
6003,	16,	6,	6004,	9,	58
6003,	17,	6,	6004,	9,	58
6004,	9,	59,	6003,	17,	5

// Rabbit 4 - Rabbit 5
6004,	8,	6,	6005,	23,	37
6004,	9,	6,	6005,	24,	37
6004,	10,	6,	6005,	24,	37
6005,	23,	38,	6004,	8,	7
6005,	24,	38,	6004,	9,	7

// Rabbit 5 - Rabbit 6
6005,	7,	6,	6006,	5,	6
6006,	5,	7,	6005,	6,	6

// Rabbit 6 - Rabbit 7
6006,	5,	29,	6007,	12,	6
6006,	6,	29,	6007,	12,	6
6007,	11,	5,	6006,	6,	28
6007,	12,	5,	6006,	5,	28
6007,	13,	5,	6006,	5,	28

// Rabbit 7 - Rabbit 8
6007,	12,	19,	6008,	17,	37
6007,	13,	19,	6008,	17,	37
6008,	17,	36,	6007,	12,	18
6008,	16,	36,	6007,	12,	18
6008,	18,	36,	6007,	12,	18

// Rabbit 8 - Rabbit 99 - 1

////////////////////////////////////

// Mythic 1 - Tikus1
6000,	9,	11,	6009,	12,	18
6000,	10,	11,	6009,	12,	18
6009,	12,	19,	6000,	9,	12

// Tikus 1 - 2
6009,	13,	15,	6010,	5,	18
6010,	5,	19,	6009,	13,	16

// Tikus 2 - 3
6010,	14,	1,	6011,	22,	28
6011,	22,	29,	6010,	14,	2

// Tikus 3 - 4
6011,	8,	2,	6012,	15,	18
6012,	15,	19,	6011,	8,	3

// Tikus 4 - 5
6012,	14,	1,	6013,	11,	26
6013,	11,	27,	6012,	14,	2

// Tikus 5 - 6
6013,	23,	1,	6014,	6,	26
6014,	6,	27,	6013,	23,	2

// Tikus 6 - 7
6014,	11,	1,	6015,	12,	27
6015,	12,	28,	6014,	11,	2

// Tikus 7 - 8
6015,	10,	2,	6016,	12,	28
6016,	12,	29,	6015,	10,	3

//  Tikus 8 - 9
6016,	13,	0,	6017,	10,	1
6017,	10,	0,	6016,	13,	1

// Tikus 9 - Tikus 99 - 1


//////////////////////////////////////////

// Mythic 1 - Monkey 1
6000,	43,	47,	6018,	1,	1
6000,	44,	47,	6018,	1,	1
