// Bamboo - Kugnae
2005,	2,	13,	2000,	47,	150
2005,	3,	13,	2000,	48,	150
2005,	4,	13,	2000,	47,	150
2005,	5,	13,	2000,	48,	150
2000,	47,	149,	2005,	3,	12
2000,	48,	149,	2005,	4,	12

// kugnae - walsuk
2000,	56,	149,	2003,	4,	12
2000,	57,	149,	2003,	4,	12
2000,	59,	149,	2003,	22,	12
2000,	60,	149,	2003,	22,	12
2003,	3,	13,	2000,	56,	150
2003,	4,	13,	2000,	57,	150
2003,	5,	13,	2000,	57,	150
2003,	21,	13,	2000,	59,	150
2003,	22,	13,	2000,	60,	150
2003,	23,	13,	2000,	60,	150

// Kugnae - Ginger
2000,	49,	159,	2004,	4,	12
2000,	50,	159,	2004,	4,	12
2000,	52,	159,	2004,	22,	12
2000,	53,	159,	2004,	22,	12
2004,	3,	13,	2000,	49,	160
2004,	4,	13,	2000,	50,	160
2004,	5,	13,	2000,	50,	160
2004,	21,	13,	2000,	52,	160
2004,	22,	13,	2000,	53,	160
2004,	23,	13,	2000,	53,	160


// Kugnae - Rabbit Cave
2000,	66,	159,	1003,	12,	17
2000,	67,	159,	1003,	12,	17
