
/////////////////////////////////////////////////////////////////////////// Gate keeper

// GK 1 - Vortex
5001,	2,	19,	5000,	12,	55
5001,	3,	19,	5000,	12,	55
5001,	4,	19,	5000,	13,	55
5001,	5,	19,	5000,	13,	55
5000,	12,	54,	5001,	3,	18
5000,	13,	54,	5001,	4,	18

// GK 1 - GK 2
5001,	19,	11,	5002,	1,	6
5001,	19,	12,	5002,	1,	7
5001,	19,	13,	5002,	1,	8
5001,	19,	14,	5002,	1,	9
5002,	0,	6,	5001,	18,	11
5002,	0,	7,	5001,	18,	12
5002,	0,	8,	5001,	18,	13
5002,	0,	9,	5001,	18,	14

// GK 2 - GK 3
5002,	8,	29,	5003,	2,	1
5002,	9,	29,	5003,	3,	1
5002,	10,	29,	5003,	4,	1
5002,	11,	29,	5003,	5,	1
5003,	2,	0,	5002,	8,	28
5003,	3,	0,	5002,	9,	28
5003,	4,	0,	5002,	10,	28
5003,	5,	0,	5002,	11,	28

// GK 3 - GK 4
5003,	19,	12,	5004,	1,	7
5003,	19,	13,	5004,	1,	8
5003,	19,	14,	5004,	1,	9
5003,	19,	15,	5004,	1,	10
5004,	0,	7,	5003,	18,	12
5004,	0,	8,	5003,	18,	13
5004,	0,	9,	5003,	18,	14
5004,	0,	10,	5003,	18,	15

// GK 4 - GK 5
5004,	23,	14,	5005,	2,	1
5004,	24,	14,	5005,	3,	1
5004,	25,	14,	5005,	4,	1
5004,	26,	14,	5005,	5,	1
5005,	2,	0,	5004,	23,	13
5005,	3,	0,	5004,	24,	13
5005,	4,	0,	5004,	25,	13
5005,	5,	0,	5004,	26,	13

// GK 5 - GK 6
5005,	19,	0,	5006,	12,	28
5005,	20,	0,	5006,	13,	28
5005,	21,	0,	5006,	14,	28
5005,	22,	0,	5006,	15,	28
5006,	12,	29,	5005,	19,	1
5006,	13,	29,	5005,	20,	1
5006,	14,	29,	5005,	21,	1
5006,	15,	29,	5005,	22,	1

//GK 6 - GK 7
5006,	0,	6,	5007,	18,	9
5006,	0,	7,	5007,	18,	10
5006,	0,	8,	5007,	18,	11
5006,	0,	9,	5007,	18,	12
5007,	19,	9,	5006,	1,	6
5007,	19,	10,	5006,	1,	7
5007,	19,	11,	5006,	1,	8
5007,	19,	12,	5006,	1,	9

//GK 7 - GK 8
5007,	0,	9,	5008,	28,	6
5007,	0,	10,	5008,	28,	7
5007,	0,	11,	5008,	28,	8
5007,	0,	12,	5008,	28,	9
5008,	29,	6,	5007,	1,	9
5008,	29,	7,	5007,	1,	10
5008,	29,	8,	5007,	1,	11
5008,	29,	9,	5007,	1,	12

//GK 8 - GK 9
5008,	3,	29,	5009,	2,	1
5008,	4,	29,	5009,	3,	1
5008,	5,	29,	5009,	4,	1
5008,	6,	29,	5009,	5,	1
5009,	2,	0,	5008,	3,	28
5009,	3,	0,	5008,	4,	28
5009,	4,	0,	5008,	5,	28
5009,	5,	0,	5008,	6,	28

//GK 9 - GK 10
5009,	19,	33,	5010,	1,	14
5009,	19,	34,	5010,	1,	15
5009,	19,	35,	5010,	1,	16
5009,	19,	36,	5010,	1,	17
5010,	0,	14,	5009,	18,	33
5010,	0,	15,	5009,	18,	34
5010,	0,	16,	5009,	18,	35
5010,	0,	17,	5009,	18,	36

//GK 10 - Vortex
5010,	24,	6,	5000,	12,	46
5010,	24,	7,	5000,	12,	46
5010,	24,	8,	5000,	12,	46

/////////////////////////////////////////////////////////////////////////// Rascal

// Vortex - Rascal 1	
5000,	48,	11,	5069,	24,	3

// Rascal 1 - Vortex
5069,	24, 	2,	5000,	44,	11
5069,	25, 	2,	5000,	44,	11

// Rascal 1 - Rascal 2
5069,	0,	25,	5070,	29,	4
5069,	0,	26,	5070,	29,	4
5069,	0,	27,	5070,	29,	4
5069,	0,	28,	5070,	29,	4

// Rascal 2 - Rascal 1
5070,	29,	2,	5069,	0,	26
5070,	29,	3,	5069,	0,	26
5070,	29,	4,	5069,	0,	26
5070,	29,	5,	5069,	0,	26

// Rascal 2 - Rascal 3
5070,	8,	29,	5071,	9,	3
5070,   9,      29,     5071,   9,      3
5070,   10,     29,     5071,   9,      3
5070,   11,     29,     5071,   9,      3

// Rascal 3 - Rascal 2
5071,	9,	2,	5070,	10,	29
5071,   10,     2,      5070,   11,     29

// Rascal 3 - Rascal 4
5071,	8,	29,	5072,	1,	1
5071,   9,      29,     5072,   2,      1
5071,   10,     29,     5072,   3,      1
5071,   11,     29,     5072,   4,      1

// Rascal 4 - Rascal 3
5072,	1,	0,	5071,	8,	29
5072,   2,      0,      5071,   9,      29
5072,   3,      0,      5071,   10,     29
5072,   4,      0,      5071,   11,     29

// Rascal 4 - Rascal 5
5072,	25,	0,	5073,	8,	19
5072,   26,     0,      5073,   9,      19
5072,   27,     0,      5073,   10,     19
5072,   28,     0,      5073,   11,     19

// Rascal 5 - Rascal 4
5073,	8,	19,	5072,   25,     0
5073,   9,      19,	5072,   26,     0
5073,   10,     19,	5072,   27,     0
5073,   11,     19,	5072,   28,     0

// Rascal 5 - Rascal 6
5073,	19,	9,	5074,   1,      9
5073,	19,	10,	5074,   1,      10
5073,	19,	11,	5074,   1,      11

// Rascal 6 - Rascal 5
5074,   1,     9, 	5073,   19,     9
5704,   0,    10,	5073,   19,     10
5074,   1,    11,	5073,   19,     11

// Rascal 6 - Rascal 7
5074,   29,     8, 	5075,   1,     	8
5074,   29,     9, 	5075,   1,     	8
5704,   29,    10,	5075,   1,     	8
5074,   29,    11,	5075,   1,     	9
5704,   29,    12,	5075,   1,     	9

// Rascal 7 - Rascal 6
5075,   1,     8,	5074,	28,	9
5075,   1,     9,	5074,	28,	10	

// Rascal 7 - Rascal 8
5075,   25,     29,	5076,	8,	1
5075,   26,     29,	5076,	9,	1
5075,   27,     29,	5076,	10,	1
5075,   28,     29,	5076,	11,	1

// Rascal 8 - Rascal 7
5076,	8,	1,	5075,   25,     29
5076,	9,	1,	5075,   26,     29
5076,	10,	1,	5075,   27,     29
5076,	11,	1,	5075,   28,     29

// Rascal 8 - Rascal 9
5076,	8,	29,	5077,   8,     	1
5076,	9,	29,	5077,   9,      1
5076,	10,	29,	5077,   10,     1
5076,	11,	29,	5077,   11,     1

// Rascal 9 - Rascal 8
5077,   8,     	1,	5076,   8,      29
5077,   9,      1,	5076,   9,      29
5077,   10,     1,	5076,   10,     29
5077,   11,     1,	5076,   11,     29

// Rascal 9 - Rascal 10
5077,   1,     21,	5078,	9,	9
5077,   2,     21,	5078,	10,	9	

// Rascal 10 - Rascal 9
5078,	9,	8,	5077,   1,     21
5078,	10,	8,	5077,   2,     21

// Rascal 10 - Vortex
5078,   19,     9,      5000,   44,     12
5078,   19,     10,     5000,   44,     12
5078,   19,     11,     5000,   44,     12

/////////////////////////////////////////////////////////////////////////// Cat

// Vortex - Cat 1
5000,	39,	53,	5041,	38,	3
5041,	39,	1,	5000,	39,	57
5041,	39,	2,	5000,	39,	57
5041,	39,	3,	5000,	39,	57
5041,	39,	4,	5000,	39,	57

// Cat 1 - Cat 2
5041,	35,	19,	5042,	3,	1
5041,	36,	19,	5042,	4,	1
5041,	37,	19,	5042,	5,	1
5041,	38,	19,	5042,	6,	1
5042,	3,	0,	5041,	35,	18
5042,	4,	0,	5041,	36,	18
5042,	5,	0,	5041,	37,	18
5042,	6,	0,	5041,	38,	18

// Cat 2 - Cat 3
5042,	15,	39,	5043,	7,	1
5042,	16,	39,	5043,	8,	1
5042,	17,	39,	5043,	9,	1
5042,	18,	39,	5043,	10,	1
5043,	7,	0,	5042,	15,	38
5043,	8,	0,	5042,	16,	38
5043,	9,	0,	5042,	17,	38
5043,	10,	0,	5042,	18,	38

// Cat 3 - Cat 4
5043,	29,	3,	5044,	1,	8
5043,	29,	4,	5044,	1,	9
5043,	29,	5,	5044,	1,	10
5043,	29,	6,	5044,	1,	11
5044,	0,	8,	5043,	28,	3
5044,	0,	9,	5043,	28,	4
5044,	0,	10,	5043,	28,	5
5044,	0,	11,	5043,	28,	6

// Cat 4 - Cat 5
5044,	39,	9,	5045,	1,	1
5044,	39,	10,	5045,	1,	2
5044,	39,	11,	5045,	1,	3
5044,	39,	12,	5045,	1,	4
5045,	0,	1,	5044,	38,	9
5045,	0,	2,	5044,	38,	10
5045,	0,	3,	5044,	38,	11
5045,	0,	4,	5044,	38,	12

// Cat 5 - Cat 6
5045,	0,	15,	5046,	28,	1
5045,	0,	16,	5046,	28,	2
5045,	0,	17,	5046,	28,	3
5045,	0,	18,	5046,	28,	4
5046,	29,	1,	5045,	1,	15
5046,	29,	2,	5045,	1,	16
5046,	29,	3,	5045,	1,	17
5046,	29,	4,	5045,	1,	18

// Cat 6 - Cat 7
5046,	29,	25,	5047,	1,	35
5046,	29,	26,	5047,	1,	36
5046,	29,	27,	5047,	1,	37
5046,	29,	28,	5047,	1,	38
5047,	0,	35,	5046,	28,	25
5047,	0,	36,	5046,	28,	26
5047,	0,	37,	5046,	28,	27
5047,	0,	38,	5046,	28,	28

// Cat 7 - Cat 8
5047,	15,	39,	5048,	3,	1
5047,	16,	39,	5048,	4,	1
5047,	17,	39,	5048,	5,	1
5047,	18,	39,	5048,	6,	1
5048,	3,	0,	5047,	15,	38
5048,	4,	0,	5047,	16,	38
5048,	5,	0,	5047,	17,	38
5048,	6,	0,	5047,	18,	38

// Cat 8 - Cat 9
5048,	25,	0,	5049,	1,	28
5048,	26,	0,	5049,	2,	28
5048,	27,	0,	5049,	3,	28
5048,	28,	0,	5049,	4,	28
5049,	1,	29,	5048,	25,	1
5049,	2,	29,	5048,	26,	1
5049,	3,	29,	5048,	27,	1
5049,	4,	29,	5048,	28,	1

// Cat 9 - Vortex
5049,	25,	29,	5000,	39,	51
5049,	26,	29,	5000,	39,	51
5049,	27,	29,	5000,	39,	51
5049,	28,	29,	5000,	39,	51

/////////////////////////////////////////////////////////////////////////// Beggar

// Vortex - Beggar 1
5000,	47,	38,	5031,	13,	18
5031,	13,	19,	5000,	47,	43
5031,	14,	19,	5000,	47,	43

// Beggar 1 - Beggar 2
5031,	2,	3,	5032,	13,	11
5031,	3,	3,	5032,	14,	11
5032,	13,	10,	5031,	2,	4
5032,	14,	10,	5031,	3,	4

// Beggar 2 - Beggar 3
5032,	8,	16,	5033,	1,	17
5032,	9,	16,	5033,	2,	17
5033,	1,	16,	5032,	8,	17
5033,	2,	16,	5032,	9,	17

// Beggar 3 - Beggar 4
5033,	17,	1,	5034,	16,	14
5033,	18,	1,	5034,	17,	14
5034,	16,	13,	5033,	17,	2
5034,	17,	13,	5033,	18,	2

// Beggar 4 - Beggar 5
5034,	1,	2,	5035,	3,	17
5034,	2,	2,	5035,	4,	17
5035,	3,	16,	5034,	1,	3
5035,	4,	16,	5034,	2,	3

// Beggar 5 - Beggar 6
5035,	15,	3,	5036,	11,	11
5035,	16,	3,	5036,	12,	11
5036,	11,	10,	5035,	15,	4
5036,	12,	10,	5035,	16,	4

// Beggar 6 - Beggar 7
5036,	9,	16,	5037,	2,	13
5036,	10,	16,	5037,	3,	13
5037,	2,	12,	5036,	9,	17
5037,	3,	12,	5036,	10,	17

// Beggar 7 - Beggar 8
5037,	16,	15,	5038,	4,	18
5037,	17,	15,	5038,	5,	18
5038,	4,	19,	5037,	16,	16
5038,	5,	19,	5037,	17,	16

// Beggar 8 - Beggar 9
5038,	14,	19,	5039,	17,	18
5038,	15,	19,	5039,	18,	18
5039,	17,	17,	5038,	14,	18
5039,	18,	17,	5038,	15,	18

// Beggar 9 - Beggar 10
5039,	1,	2,	5040,	11,	18
5039,	2,	2,	5040,	12,	18
5040,	11,	19,	5039,	1,	3
5040,	12,	19,	5039,	2,	3

// Beggar 10 - Vortex
5040,	19,	9,	5000,	44,	37
5040,	19,	10,	5000,	44,	37

